Customer_ID,Segment_Group
4202749100,D
4202819100,D
4202994100,D
4203701100,D
4203743100,D
4203897100,B
4204569100,D
4204751100,D
4204954100,D
4205913100,D
4206662100,B
4207866100,D
4208167100,D
4208629100,A
4208853100,B
4209539100,D
4211247100,D
4211534100,D
4211604100,D
4211842100,B
4211954100,D
4212325100,D
4212934100,D
4213354100,D
4213571100,B
4214068100,D
4214383100,D
4214796100,D
4216189100,D
4217155100,D
4219227100,D
4219493100,D
4220242100,D
4220718100,D
4221012100,D
4221334100,D
4221460100,B
4221656100,B
4223833100,D
4224666100,B
4225296100,D
4225506100,D
4226311100,B
4226367100,B
4226521100,B
4226724100,D
4227571100,D
4228390100,D
4228397100,B
4229867100,D
4229888100,D
4230539100,B
4230868100,D
4231190100,B
4231197100,D
4231218100,D
4231568100,D
4231610100,D
4231638100,D
4231834100,D
4232310100,D
4232478100,D
4232758100,D
4232940100,D
4233997100,D
4234165100,D
4234753100,D
4234760100,D
4235075100,D
4235180100,B
4236503100,D
4236671100,D
4236839100,D
4237035100,D
4237273100,D
4237847100,D
4238085100,B
4238316100,A
4238365100,D
4238400100,D
4238554100,D
4238708100,D
4238960100,D
4239303100,B
4239548100,D
4239779100,D
4239828100,B
4239933100,D
4240241100,B
4240318100,D
4240920100,D
4241109100,D
4241291100,D
4242180100,D
4242215100,B
4244182100,B
4244777100,D
4244805100,D
4244840100,D
4246954100,B
4246961100,D
4247472100,D
4247794100,D
4248130100,D
4249089100,D
4249502100,D
4249803100,D
4250125100,D
4250587100,D
4250881100,D
4251560100,B
4251609100,D
4251910100,D
4252435100,B
4252953100,B
4253660100,B
4254136100,D
4255060100,D
4255438100,B
4255928100,D
4256929100,D
4257062100,B
4257202100,D
4258777100,D
4259400100,D
4259834100,B
4260016100,B
4260023100,D
4260632100,B
4260751100,D
4260807100,B
4261325100,D
4262207100,B
4262347100,D
4263075100,D
4263152100,D
4263390100,D
4264552100,D
4265266100,B
4265406100,D
4266001100,D
4267443100,D
4267478100,D
4267653100,D
4267765100,D
4268402100,D
4268913100,D
4269193100,D
4270327100,D
4270530100,D
4271062100,D
4271545100,D
4271818100,D
4272119100,D
4272322100,D
4272777100,D
4273869100,D
4274065100,D
4274135100,D
4274555100,B
4274667100,D
4274786100,B
4274989100,D
4275115100,B
4275325100,B
4275815100,D
4276018100,D
4276095100,D
4276333100,B
4276788100,B
4278139100,D
4278426100,B
4278867100,D
4278916100,D
4279147100,B
4279917100,D
4279966100,D
4280393100,D
4280764100,D
4281002100,D
4281079100,D
4281128100,D
4281716100,D
4282556100,D
4282738100,D
4282787100,D
4283193100,B
4283403100,D
4283529100,D
4284054100,D
4284306100,B
4284607100,D
4284691100,D
4285006100,D
4285034100,D
4285489100,B
4285657100,D
4285825100,B
4285888100,D
4285895100,D
4286357100,D
4286931100,B
4287974100,D
4288226100,D
4288527100,D
4288695100,B
4289080100,D
4289241100,B
4289402100,D
4289850100,D
4289878100,B
4289913100,D
4290396100,D
4290515100,B
4290529100,D
4290844100,D
4290851100,D
4291754100,D
4292160100,D
4292279100,D
4292573100,D
4292594100,B
4292636100,D
4292692100,D
4292727100,D
4293546100,A
4293567100,B
4294008100,D
4295149100,D
4295247100,B
4295653100,D
4295772100,D
4296157100,D
4296780100,D
4296822100,D
4297123100,B
4297151100,B
4297179100,D
4297368100,D
4297620100,D
4297676100,D
4298103100,D
4298124100,B
4298166100,D
4298180100,D
4298621100,D
4299797100,B
4300189100,B
4300273100,D
4300483100,D
4300735100,B
4301435100,B
4301953100,D
4302982100,B
4303745100,D
4304270100,D
4304298100,B
4304718100,B
4305117100,D
4305467100,D
4305859100,D
4305971100,D
4306559100,D
4307007100,D
4307980100,D
4308106100,D
4308876100,D
4309163100,B
4309324100,D
4309373100,D
4309415100,D
4310409100,D
4310591100,D
4310836100,B
4311529100,D
4311781100,B
4311809100,D
4311984100,D
4312054100,D
4312082100,A
4313279100,D
4313405100,B
4313489100,D
4314427100,D
4314574100,D
4315589100,D
4315827100,D
4316093100,D
4316289100,D
4316478100,D
4316793100,D
4317619100,D
4318417100,B
4318501100,D
4318529100,D
4318578100,D
4318620100,D
4318984100,D
4319474100,D
4319642100,B
4319691100,D
4319775100,D
4320111100,D
4320237100,D
4320391100,D
4320461100,D
4320664100,D
4321490100,D
4321686100,D
4322806100,D
4322925100,D
4323709100,B
4324185100,B
4324570100,D
4325081100,D
4325144100,B
4326033100,B
4326131100,D
4326145100,D
4326187100,D
4326684100,B
4326803100,B
4327153100,B
4327286100,D
4327545100,D
4327552100,D
4328448100,D
4328525100,D
4329302100,D
4329554100,D
4330709100,D
4330898100,B
4331318100,B
4331381100,D
4331549100,B
4331759100,B
4331878100,D
4332242100,D
4332592100,D
4332627100,B
4333488100,D
4333614100,D
4333698100,D
4333747100,D
4334559100,D
4334699100,D
4334762100,D
4334944100,D
4335084100,D
4335364100,D
4335609100,D
4336344100,D
4336561100,B
4336708100,D
4337044100,B
4337499100,D
4337625100,D
4337681100,B
4337933100,B
4338143100,B
4338178100,D
4338388100,D
4338626100,D
4339130100,D
4339179100,B
4339193100,D
4339354100,B
4339837100,B
4340474100,D
4340502100,B
4341461100,D
4341846100,B
4341860100,D
4341937100,D
4342889100,D
4343309100,D
4343316100,D
4343323100,B
4343589100,D
4344051100,D
4344240100,D
4344247100,D
4344527100,B
4344569100,B
4344786100,B
4344961100,B
4345325100,D
4345570100,B
4345815100,B
4345892100,D
4345920100,B
4345948100,B
4346298100,D
4346459100,B
4346466100,D
4346522100,D
4346606100,D
4346620100,B
4346774100,D
4347040100,A
4347453100,D
4347460100,B
4347747100,B
4347950100,D
4348860100,A
4348951100,D
4349140100,D
4349224100,D
4349616100,D
4349637100,D
4350134100,D
4350155100,D
4350827100,D
4351023100,D
4351079100,D
4351436100,D
4351478100,D
4351541100,D
4351709100,A
4352549100,D
4352927100,D
4352969100,B
4354082100,B
4354096100,D
4354999100,B
4355076100,D
4355279100,D
4355727100,D
4355874100,D
4356014100,D
4356021100,D
4356707100,D
4357344100,D
4357736100,D
4358415100,D
4358513100,D
4358604100,D
4359388100,D
4359451100,D
4359682100,D
4359759100,B
4359892100,B
4360179100,D
4361012100,D
4361194100,D
4361222100,D
4362335100,D
4362356100,B
4362559100,D
4362741100,B
4362972100,D
4363056100,D
4363588100,D
4363686100,D
4363749100,D
4364071100,B
4364792100,C
4364995100,B
4365415100,D
4365653100,D
4365751100,D
4366052100,D
4366115100,D
4366234100,D
4366689100,B
4366759100,D
4369209100,D
4370098100,D
4370196100,B
4370280100,D
4370343100,D
4370770100,B
4370903100,D
4371239100,D
4371932100,D
4372149100,D
4373885100,D
4373899100,D
4374627100,B
4375579100,D
4375824100,D
4376412100,D
4376496100,B
4376951100,B
4378827100,D
4378890100,D
4379058100,D
4379240100,D
4379702100,D
4379723100,B
4379940100,D
4380591100,D
4381144100,D
4381774100,D
4383916100,D
4385274100,D
4385568100,B
4385988100,D
4386751100,D
4388249100,D
4389376100,D
4390020100,D
4390874100,D
4391189100,B
4391518100,D
4391567100,D
4391707100,D
4392001100,D
4392253100,D
4392477100,D
4393492100,D
4393793100,B
4393856100,D
4394654100,D
4394955100,B
4395039100,D
4395284100,B
4395410100,B
4395501100,D
4396075100,B
4396327100,D
4396551100,D
4396775100,B
4397552100,D
4397720100,B
4398518100,B
4398651100,D
4398749100,D
4398924100,D
4399008100,D
4399127100,D
4399323100,B
4400009100,B
4400268100,D
4400905100,B
4401171100,D
4401269100,B
4401409100,D
4401472100,B
4401619100,D
4401668100,D
4402676100,B
4402949100,B
4403117100,D
4404083100,D
4404153100,D
4404503100,D
4405042100,D
4405210100,B
4405357100,D
4405931100,D
4406302100,D
4406309100,B
4407093100,D
4407177100,D
4407492100,D
4407744100,D
4409221100,B
4409487100,B
4409662100,D
4409753100,B
4409830100,D
4410215100,D
4410516100,D
4410796100,B
4410985100,D
4411118100,D
4411342100,D
4411601100,B
4411755100,B
4412126100,D
4412364100,D
4412693100,D
4413162100,B
4413183100,D
4413596100,B
4413715100,B
4413743100,D
4413799100,B
4413848100,D
4414002100,D
4414212100,D
4414450100,D
4414534100,D
4414681100,B
4415045100,B
4415276100,D
4415668100,D
4415780100,D
4415969100,D
4416270100,B
4416914100,B
4417040100,D
4417341100,D
4418069100,D
4418111100,B
4418664100,B
4418720100,D
4419000100,D
4419133100,D
4419980100,B
4420015100,D
4420029100,B
4420064100,D
4420218100,D
4420631100,B
4420687100,D
4421107100,D
4421233100,D
4422619100,B
4423200100,B
4423655100,D
4423669100,D
4423690100,D
4423928100,B
4424453100,B
4424712100,D
4425503100,D
4425636100,D
4427176100,D
4427190100,D
4427337100,B
4427687100,D
4429311100,B
4429409100,D
4429906100,B
4430438100,D
4430529100,B
4430592100,B
4430851100,D
4431271100,D
4431369100,D
4431467100,D
4431901100,D
4432006100,D
4432118100,D
4432650100,D
4433161100,B
4433511100,D
4433966100,B
4434064100,D
4434155100,B
4434218100,B
4434232100,D
4434925100,D
4435100100,D
4435317100,B
4435527100,D
4435541100,D
4435737100,B
4435919100,B
4436430100,D
4436472100,D
4436514100,D
4436892100,D
4437396100,D
4437417100,B
4437844100,D
4437963100,B
4438222100,D
4438978100,B
4439167100,B
4439475100,D
4439895100,B
4440084100,D
4440154100,B
4440357100,D
4440679100,D
4442037100,B
4442681100,B
4443038100,D
4443094100,D
4443108100,B
4443563100,D
4444326100,D
4444760100,D
4444781100,D
4444851100,D
4445152100,D
4445243100,D
4446125100,D
4446237100,D
4446706100,D
4446860100,B
4448078100,A
4448694100,D
4449835100,D
4450668100,D
4451088100,D
4451340100,D
4451816100,D
4451858100,D
4452166100,D
4452285100,D
4452621100,D
4453076100,D
4453174100,B
4453230100,D
4453258100,B
4453559100,D
4453741100,B
4453825100,D
4454679100,D
4455057100,B
4455176100,D
4455190100,D
4455246100,A
4455610100,B
4456009100,B
4456198100,B
4456268100,D
4456779100,B
4457325100,D
4458788100,D
4459495100,D
4459880100,B
4460440100,D
4461042100,B
4461161100,D
4461504100,D
4463135100,D
4463163100,D
4463198100,D
4463254100,B
4463450100,B
4464164100,B
4465879100,D
4466516100,B
4467181100,D
4467244100,D
4467566100,D
4467657100,D
4467769100,D
4467923100,D
4469715100,B
4470100100,D
4470268100,D
4470324100,B
4470576100,D
4470590100,D
4470884100,B
4471010100,D
4471213100,D
4471738100,B
4472207100,D
4473117100,B
4474601100,D
4474629100,B
4474671100,D
4474909100,D
4475049100,B
4475189100,B
4475231100,D
4475357100,D
4475525100,B
4476190100,D
4477009100,D
4478031100,B
4478339100,D
4478612100,D
4479179100,D
4479599100,D
4479697100,D
4480215100,B
4480306100,A
4480768100,D
4481461100,D
4481972100,B
4482007100,A
4482014100,D
4482203100,D
4482371100,D
4482413100,D
4482672100,D
4483057100,D
4483176100,B
4483204100,D
4484443100,D
4485115100,D
4485283100,D
4485430100,D
4485451100,D
4485822100,D
4485990100,B
4486480100,D
4486508100,D
4487005100,D
4487173100,D
4488160100,D
4488279100,B
4488685100,D
4488986100,D
4489168100,D
4489931100,D
4490239100,D
4490477100,D
4490575100,D
4491401100,B
4491989100,A
4492122100,D
4493326100,D
4493851100,D
4494068100,D
4495244100,D
4495405100,D
4495853100,D
4496042100,D
4496049100,D
4496308100,B
4496728100,D
4496805100,D
4496945100,D
4497064100,D
4497218100,D
4498982100,B
4499297100,B
4500179100,D
4500508100,B
4500676100,D
4500746100,B
4501173100,B
4501201100,B
4501418100,D
4501495100,D
4501971100,D
4502104100,B
4502230100,D
4502510100,D
4503308100,D
4503357100,B
4504232100,D
4504365100,B
4505002100,D
4505380100,D
4506108100,D
4506129100,B
4506367100,D
4506381100,D
4506409100,D
4507277100,D
4507704100,D
4509335100,D
4509510100,D
4509930100,B
4510609100,D
4510854100,D
4511078100,B
4511218100,B
4513206100,D
4514326100,B
4514746100,B
4515257100,B
4516622100,B
4516664100,D
4516685100,D
4517350100,B
4517889100,D
4517903100,D
4517980100,B
4518365100,B
4518498100,D
4518603100,A
4519793100,B
4520052100,D
4522278100,D
4522831100,D
4523496100,B
4523734100,B
4524035100,D
4524119100,B
4524329100,D
4524532100,B
4524896100,D
4525008100,D
4525232100,A
4525771100,B
4527570100,D
4527976100,D
4528067100,B
4529026100,D
4529075100,D
4529320100,D
4529593100,B
4530097100,B
4531196100,B
4531756100,B
4532372100,D
4532834100,B
4533009100,D
4533681100,D
4533723100,B
4534017100,D
4534199100,D
4534220100,A
4534423100,D
4534549100,D
4534633100,D
4535522100,D
4535585100,D
4535774100,D
4535963100,D
4535984100,D
4536166100,D
4536194100,D
4537797100,D
4538161100,D
4538805100,D
4538917100,D
4539330100,D
4539701100,D
4539932100,D
4540002100,D
4540219100,D
4540520100,D
4541073100,B
4541143100,D
4541325100,C
4541563100,B
4542396100,B
4542424100,D
4542452100,D
4542914100,B
4542956100,D
4543236100,D
4543488100,D
4543628100,B
4543649100,D
4543761100,D
4544055100,B
4546239100,D
4546330100,D
4546792100,B
4547016100,D
4547044100,D
4547373100,D
4548276100,D
4548318100,D
4548689100,D
4548843100,B
4548850100,D
4549165100,D
4549473100,D
4550222100,D
4550299100,D
4550838100,B
4551097100,D
4551475100,D
4553113100,D
4553148100,B
4553540100,B
4553750100,B
4553785100,D
4553946100,D
4554359100,D
4554401100,D
4555038100,D
4555976100,D
4556788100,D
4556956100,D
4557068100,D
4557278100,D
4557348100,D
4557390100,D
4557397100,B
4558601100,B
4558846100,B
4558972100,B
4559063100,D
4559420100,D
4559518100,C
4560155100,D
4560274100,D
4560316100,D
4560407100,D
4560729100,D
4560918100,B
4561002100,D
4561457100,D
4561548100,B
4561709100,D
4562073100,D
4562248100,D
4562395100,D
4562703100,D
4563312100,D
4564166100,D
4564180100,D
4564348100,D
4564971100,D
4565244100,D
4565356100,D
4565531100,D
4565790100,D
4565958100,D
4566252100,D
4566812100,D
4566833100,B
4566861100,D
4567232100,D
4567260100,D
4567736100,D
4568023100,D
4568044100,D
4568065100,D
4568541100,B
4568751100,D
4568779100,D
4568856100,D
4570165100,B
4570277100,D
4570865100,D
4572685100,D
4573091100,D
4573196100,D
4574449100,D
4575450100,D
4576178100,B
4576927100,B
4577207100,D
4577263100,B
4577452100,D
4577662100,B
4577676100,B
4578033100,D
4578390100,B
4578509100,B
4579104100,D
4579258100,D
4579531100,D
4579643100,D
4579657100,D
4579944100,D
4580119100,D
4580217100,D
4581127100,D
4581155100,D
4581477100,D
4581491100,D
4582093100,B
4582191100,D
4582478100,D
4582513100,D
4582870100,D
4583136100,D
4583423100,B
4583731100,D
4583759100,D
4583780100,B
4585306100,D
4586440100,B
4586636100,B
4587812100,D
4587917100,D
4588848100,D
4589030100,D
4589905100,D
4590220100,D
4590262100,D
4590668100,D
4591956100,D
4592201100,A
4592236100,B
4592243100,B
4592565100,D
4593027100,D
4593384100,D
4593531100,D
4593538100,D
4593986100,B
4594105100,D
4594434100,D
4594455100,D
4594553100,B
4596100100,D
4596261100,D
4596884100,D
4596912100,D
4597129100,D
4597451100,D
4597465100,D
4597591100,B
4598431100,B
4598690100,B
4599572100,D
4599838100,D
4599845100,D
4600237100,B
4600538100,A
4600622100,B
4600699100,D
4600958100,D
4601413100,D
4601518100,D
4601952100,D
4602043100,D
4602848100,B
4603947100,D
4604451100,D
4604892100,D
4605025100,D
4605228100,B
4605725100,D
4605907100,D
4606775100,B
4607111100,B
4607314100,D
4607587100,B
4607811100,D
4608420100,D
4608938100,D
4609001100,D
4609190100,B
4609337100,B
4609645100,A
4609820100,D
4610401100,B
4610569100,D
4610688100,B
4610933100,D
4611262100,B
4611507100,D
4611570100,B
4611906100,D
4612452100,B
4612564100,D
4612816100,D
4613768100,D
4613929100,D
4614153100,B
4614433100,B
4614538100,D
4614594100,D
4614720100,D
4614776100,D
4615105100,D
4615350100,D
4615427100,D
4615483100,D
4616064100,B
4616323100,D
4616729100,D
4616988100,D
4617100100,D
4617632100,D
4617772100,B
4617814100,D
4617842100,D
4617919100,D
4618031100,C
4618409100,B
4619039100,D
4619081100,D
4619109100,D
4619144100,D
4619396100,B
4619501100,D
4619914100,D
4619928100,B
4620411100,D
4620817100,A
4620908100,D
4620964100,D
4621076100,B
4621216100,D
4621237100,B
4621482100,D
4621657100,D
4622007100,D
4622182100,D
4622504100,B
4622518100,D
4622868100,D
4623414100,B
4623659100,D
4624093100,D
4624800100,D
4624912100,D
4624919100,D
4624968100,B
4624982100,D
4625059100,B
4625493100,D
4625850100,D
4626172100,D
4626410100,D
4626970100,D
4627439100,D
4628482100,B
4628566100,D
4629301100,D
4629469100,D
4630232100,D
4630316100,B
4631583100,B
4632493100,D
4632794100,D
4632920100,B
4633116100,D
4633683100,B
4634684100,D
4635328100,D
4635622100,B
4636154100,D
4636182100,D
4636938100,D
4637232100,D
4637442100,B
4638632100,D
4638863100,B
4639430100,B
4639598100,D
4639752100,D
4640347100,B
4640403100,D
4640466100,D
4640564100,D
4640837100,D
4640865100,D
4641614100,D
4641880100,D
4642146100,D
4642524100,D
4642783100,B
4643203100,B
4643623100,B
4643742100,D
4644218100,D
4645751100,D
4646122100,D
4646367100,D
4646465100,D
4647676100,D
4647781100,D
4648075100,D
4648292100,D
4648495100,D
4648642100,A
4650091100,D
4650259100,B
4650371100,D
4650903100,D
4651029100,D
4651778100,D
4652023100,D
4652373100,D
4653059100,D
4653633100,D
4653731100,D
4653822100,D
4653969100,D
4654018100,D
4654179100,D
4654529100,B
4655124100,D
4655236100,B
4655257100,D
4655817100,B
4655824100,B
4655859100,D
4656398100,D
4656979100,B
4657000100,B
4657091100,D
4657315100,D
4657532100,B
4657791100,B
4658974100,D
4659233100,B
4659261100,D
4659765100,D
4659940100,B
4660164100,B
4660283100,D
4660339100,B
4660808100,D
4660899100,D
4661214100,B
4661263100,D
4661501100,D
4661802100,D
4661837100,D
4662145100,D
4662278100,D
4663006100,D
4663118100,D
4663769100,D
4664133100,B
4664476100,D
4665274100,B
4665764100,D
4665813100,B
4665995100,D
4666681100,D
4666744100,D
4667150100,D
4667997100,D
4669810100,B
4669894100,D
4670125100,D
4670181100,D
4670685100,D
4670839100,D
4670867100,A
4671357100,D
4671532100,D
4671742100,D
4671749100,D
4672421100,D
4673044100,D
4673233100,D
4673450100,D
4673632100,D
4674059100,D
4674213100,D
4674955100,D
4675907100,B
4675970100,B
4676355100,D
4676628100,D
4676663100,D
4676789100,B
4677069100,D
4677076100,B
4677307100,D
4677328100,B
4677517100,D
4677587100,A
4677867100,D
4677909100,B
4678154100,D
4678686100,B
4678847100,D
4679134100,B
4679302100,D
4679554100,B
4679596100,D
4679792100,D
4679813100,D
4679834100,B
4680121100,D
4680212100,B
4680702100,B
4680996100,D
4681038100,B
4681227100,D
4681514100,D
4681647100,D
4681682100,D
4681738100,D
4681962100,D
4681976100,D
4682837100,D
4682949100,B
4683054100,D
4683586100,D
4684699100,D
4686127100,B
4686239100,D
4686449100,D
4687156100,D
4687534100,B
4687828100,D
4688598100,D
4689774100,D
4690642100,D
4691342100,D
4691671100,C
4691902100,D
4692966100,D
4693036100,B
4693085100,D
4693197100,B
4693554100,B
4693666100,B
4693974100,D
4694163100,D
4695339100,D
4695612100,C
4696242100,B
4698846100,A
4699070100,B
4699112100,B
4699399100,D
4699609100,D
4700029100,D
4700092100,B
4700113100,D
4700148100,D
4700197100,D
4700232100,D
4701030100,B
4701331100,D
4701380100,D
4701611100,D
4701919100,D
4702003100,D
4702010100,D
4702374100,D
4702458100,D
4702787100,D
4702822100,B
4702850100,D
4702927100,B
4703011100,D
4703172100,B
4703249100,D
4703375100,D
4703592100,D
4703963100,D
4704719100,D
4704957100,D
4705146100,B
4705153100,D
4705643100,D
4705706100,D
4706105100,D
4706651100,B
4706714100,D
4706728100,D
4707379100,D
4707449100,D
4707631100,B
4708051100,D
4708212100,B
4708674100,D
4708688100,B
4708989100,D
4709031100,D
4709885100,D
4709969100,D
4710109100,D
4710186100,B
4710333100,D
4710718100,D
4711124100,B
4711502100,D
4711733100,D
4711824100,B
4711866100,A
4714736100,D
4715086100,B
4715429100,B
4715723100,B
4715758100,B
4716416100,B
4717907100,D
4718005100,B
4718446100,D
4718663100,D
4718866100,D
4719412100,B
4719741100,D
4720203100,D
4720644100,D
4720833100,B
4721085100,D
4721281100,B
4721638100,D
4721694100,D
4721904100,D
4722058100,D
4722163100,B
4722219100,B
4722387100,B
4722457100,D
4722485100,D
4722667100,B
4722891100,D
4723136100,D
4724207100,D
4724312100,D
4724914100,D
4724935100,B
4725264100,D
4725859100,D
4727014100,B
4727126100,D
4728050100,B
4728183100,B
4729401100,D
4729926100,D
4729947100,B
4730122100,B
4730521100,B
4730570100,D
4731445100,D
4731879100,B
4732103100,D
4732404100,B
4732488100,D
4732565100,D
4733496100,B
4733944100,D
4734322100,B
4734343100,D
4735407100,D
4735512100,D
4736317100,B
4737318100,D
4737479100,D
4737878100,B
4737885100,D
4738011100,B
4738123100,D
4738662100,D
4738949100,D
4739411100,D
4739474100,B
4739530100,B
4740209100,D
4740692100,D
4741630100,D
4741679100,D
4741686100,B
4742071100,D
4742358100,D
4742603100,D
4742897100,B
4743030100,D
4743086100,D
4743814100,B
4744052100,D
4747874100,D
4748385100,B
4748567100,D
4748819100,D
4750534100,D
4750765100,D
4750849100,B
4750870100,B
4750975100,D
4751143100,D
4751150100,D
4751528100,B
4751626100,D
4751927100,D
4751983100,D
4752298100,D
4752809100,B
4753663100,D
4754293100,D
4755070100,B
4755259100,D
4755301100,D
4755462100,D
4755868100,B
4755987100,D
4756526100,D
4756904100,D
4757100100,D
4757821100,D
4758122100,D
4758164100,B
4758423100,D
4758941100,B
4759095100,D
4759228100,D
4759767100,D
4759851100,B
4760208100,B
4760383100,D
4760607100,B
4760887100,B
4761076100,D
4761692100,D
4762105100,D
4762175100,B
4762294100,D
4762623100,B
4762637100,D
4763197100,D
4763470100,D
4764485100,D
4764863100,D
4765619100,D
4765752100,B
4765780100,B
4765829100,B
4767656100,D
4768699100,B
4769455100,D
4769483100,D
4769658100,D
4770113100,D
4770505100,D
4770645100,D
4770680100,B
4770729100,B
